City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
480,behshahr,36.6923,53.5526,5.27,79,48,0.77,IR,1670271053
481,labuan,5.2767,115.2417,26.3,83,90,2.67,MY,1670270961
482,xining,36.6167,101.7667,-4.1,51,100,1.16,CN,1670270832
483,oistins,13.0667,-59.5333,28.62,65,20,2.57,BB,1670271054
484,coihaique,-45.5752,-72.0662,13.34,95,100,3.34,CL,1670270999
485,constitucion,-35.3333,-72.4167,19.07,60,7,7.94,CL,1670270841
486,el centro,32.792,-115.563,22.97,33,0,6.69,US,1670271055
487,jalu,29.0331,21.5482,18.54,35,0,3.62,LY,1670271015
488,kurilsk,45.2333,147.8833,-0.84,70,99,6.63,RU,1670271055
489,xinye,32.5186,112.3522,3.08,55,23,2.01,CN,1670271056
490,kemi,65.8596,24.8228,0.87,93,100,8.23,FI,1670271056
491,san patricio,28.017,-97.5169,27.26,57,65,6.67,US,1670271057
492,wolfsburg,52.4333,10.8,2.37,99,100,2.35,DE,1670271058
493,batagay-alyta,67.8006,130.4114,-25.98,100,100,1.0,RU,1670271013
494,boshnyakovo,49.6333,142.1667,-10.24,72,100,5.65,RU,1670271059
495,tucurui,-3.7661,-49.6725,25.14,78,90,1.57,BR,1670270962
496,ambon,-3.6954,128.1814,25.13,15,40,3.6,ID,1670271059
497,pascagoula,30.3658,-88.5561,23.4,85,100,0.0,US,1670271060
498,srikakulam,18.3,83.9,19.89,83,75,2.74,IN,1670271060
499,waipawa,-41.4122,175.5153,15.89,60,0,5.67,NZ,1670271061
500,milkovo,54.7167,158.6167,-15.12,89,70,3.59,RU,1670271061
501,gorontalo,0.5412,123.0595,23.51,94,100,1.15,ID,1670271062
502,inirida,3.8653,-67.9239,25.92,91,94,1.48,CO,1670271062
503,livingstonia,-10.606,34.1063,21.68,56,66,1.28,MW,1670271063
504,ormara,25.2088,64.6357,24.38,58,0,4.37,PK,1670271064
505,araouane,18.9048,-3.5265,27.93,16,100,1.93,ML,1670271064
506,namibe,-15.1961,12.1522,21.57,77,13,2.53,AO,1670271065
507,escarcega,18.6089,-90.7454,30.79,34,22,1.61,MX,1670271065
508,afua,-0.1567,-50.3867,26.43,80,100,2.16,BR,1670271066
509,meulaboh,4.1363,96.1285,23.3,94,100,1.48,ID,1670271066
510,silver city,32.7701,-108.2803,14.98,70,75,6.17,US,1670271067
511,luangwa,-15.6167,30.4167,27.84,44,46,1.16,ZM,1670271067
512,bellevue,47.6104,-122.2007,4.77,89,100,0.45,US,1670270383
513,lima,-12.0432,-77.0282,21.63,67,8,4.23,PE,1670270501
514,napasar,27.9667,73.55,14.56,28,0,2.34,IN,1670271068
515,olhao,37.0286,-7.8411,14.49,89,40,3.09,PT,1670271069
516,manokwari,-0.8667,134.0833,25.87,80,100,1.95,ID,1670271069
517,sibenik,43.7272,15.9058,14.81,79,40,3.13,HR,1670271070
518,santa lucia,27.9117,-15.5407,17.62,73,40,1.54,ES,1670271070
519,sosnovo-ozerskoye,52.5249,111.5418,-12.63,80,100,10.58,RU,1670271071
520,dakar,14.6937,-17.4441,25.49,74,16,7.02,SN,1670271071
521,moose factory,51.2585,-80.6094,-10.78,83,94,4.27,CA,1670271072
522,bozoum,6.3193,16.3799,23.95,31,8,1.14,CF,1670271072
523,avera,33.194,-82.5271,11.88,95,100,2.81,US,1670271049
524,georgiyevka,43.0369,74.7114,-5.98,93,100,2.0,KZ,1670271073
525,evanston,42.0411,-87.6901,6.8,58,100,3.6,US,1670270927
526,ikwiriri,-7.9562,38.9716,23.25,93,100,1.41,TZ,1670271074
527,havre-saint-pierre,50.2334,-63.5986,-0.18,68,100,10.28,CA,1670271074
528,santiago,-33.4569,-70.6483,32.38,27,0,8.75,CL,1670271075
529,noyabrsk,63.1994,75.4507,-15.27,97,96,4.27,RU,1670271075
530,raton,36.9034,-104.4391,17.34,15,0,8.23,US,1670271076
531,inegol,40.0781,29.5133,8.6,89,100,0.2,TR,1670271076
532,ayan,56.45,138.1667,-12.11,59,100,5.1,RU,1670271053
533,visalia,36.3302,-119.2921,15.32,81,60,0.89,US,1670270414
534,honningsvag,70.9821,25.9704,3.86,81,75,5.14,NO,1670270833
535,mnogovershinnyy,53.9353,139.9242,-23.07,91,60,2.51,RU,1670271078
536,opuwo,-18.0607,13.84,24.13,31,26,3.75,NA,1670270863
